,用户编号,公会编号,公会名,是不是会长,算力
472,245594166573400064,244201533192013056,达摩院,0,5.0
473,246987283381878784,246986530453980416,天下第一,0,5.0
474,244944441193005056,244020274868258048,币核之光,0,5.0
475,247009367893999616,247009660757083392,熊市定投,1,5.0
476,247026570898964480,247025620813612288,虚拟货币投资,0,5.0
477,244944682105438208,244020274868258048,币核之光,0,5.0
478,244063704789024768,243947171781805312,熊市抱团取暖,0,7.0
479,242152822307815424,237661061531305216,南宫远,0,5.0
480,246738251682152448,244216404138788096,后宫三千佳丽,0,5.0
481,244919527245348864,244020274868258048,币核之光,0,5.0
482,244252532447379456,243947171781805312,熊市抱团取暖,0,7.0
483,247001608691646464,247001125298111744,超级比特币,0,5.0
484,247030759096057856,247031362606073088,投资,1,5.0
485,247010508551749632,247009660757083392,熊市定投,0,5.0
486,246747975135789056,244216404138788096,后宫三千佳丽,0,5.0
487,245339074607710208,244020274868258048,币核之光,0,5.0
488,244256125606952960,243947171781805312,熊市抱团取暖,0,6.0
489,247040267750998016,247043233040041216,acom,1,5.0
490,247014196972355584,247014883487646976,比特币的春天,1,5.0
491,247005035303796736,247005238224225536,韭菜团,1,5.0
492,244227469962641408,244020274868258048,币核之光,0,5.0
493,245487246659289088,244575744196609280,来聚丰,0,5.0
494,246991398036045824,246990899157140736,币圈铁头,0,5.0
495,246695159679680512,244216404138788096,后宫三千佳丽,0,5.0
496,244974880892911616,243841804649366784,将夜,0,5.0
497,246805475679797248,244020274868258048,币核之光,0,5.0
498,243996299781996544,243947171781805312,熊市抱团取暖,0,9.0
499,247010449437229056,247009660757083392,熊市定投,0,5.0
500,247030522403094528,247031224881906944,加密货币社团,1,5.0
501,244248908543557632,243947171781805312,熊市抱团取暖,0,6.0
502,247000775275053056,247001125298111744,超级比特币,1,5.0
503,246987357168074752,246986530453980416,天下第一,0,5.0
504,244229055560548352,243947171781805312,熊市抱团取暖,0,7.0
505,246744578697461760,244216404138788096,后宫三千佳丽,0,5.0
506,247005665472806912,247005238224225536,韭菜团,0,5.0
507,247015413874163712,247014883487646976,比特币的春天,0,5.0
508,240383003078164480,236067888744891648,BHEXVietnam,0,5.0
509,246400997520572416,244020274868258048,币核之光,0,5.0
510,246702960674078720,244216404138788096,后宫三千佳丽,0,5.0
511,246269328562061312,244020274868258048,币核之光,0,5.0
512,244039322033192960,243947171781805312,熊市抱团取暖,0,7.0
513,246775883086692352,244216404138788096,后宫三千佳丽,0,5.0
514,246706012130902016,244216404138788096,后宫三千佳丽,0,5.0
515,244246200424071168,243947171781805312,熊市抱团取暖,0,7.0
516,245629328203972608,244020274868258048,币核之光,0,5.0
517,246782628651597824,244216404138788096,后宫三千佳丽,0,5.0
518,244249971363414016,243947171781805312,熊市抱团取暖,0,6.0
519,246983280707239936,246980717735838976,币圈第一,0,5.0
520,246264883354796032,244020274868258048,币核之光,0,5.0
521,244583458293415936,243947171781805312,熊市抱团取暖,0,7.0
522,246712614443548672,244216404138788096,后宫三千佳丽,0,5.0
523,244040765410639872,243947171781805312,熊市抱团取暖,0,6.0
524,246787036856713216,244216404138788096,后宫三千佳丽,0,5.0
525,244229132240814080,243947171781805312,熊市抱团取暖,0,7.0
526,246996734641963008,246997211081344256,抱团取暖,1,5.0
527,247021455718744064,247021002104767744,以太坊第一,0,5.0
528,246971235790225408,243626681297011968,BHEX第一工会,0,5.0
529,244252275563036672,243947171781805312,熊市抱团取暖,0,7.0
530,246760890597376000,244216404138788096,后宫三千佳丽,0,5.0
531,246687159900438528,244216404138788096,后宫三千佳丽,0,5.0
532,247035031070179328,247031224881906944,加密货币社团,0,5.0
533,244581425909858304,243947171781805312,熊市抱团取暖,0,6.0
534,247001652907999232,247001125298111744,超级比特币,0,5.0
535,244577863721025536,243947171781805312,熊市抱团取暖,0,7.0
536,246691890353930240,244216404138788096,后宫三千佳丽,0,5.0
537,246699944038367232,244216404138788096,后宫三千佳丽,0,5.0
538,244584927641993216,243947171781805312,熊市抱团取暖,0,6.0
539,246766975601344512,244216404138788096,后宫三千佳丽,0,5.0
540,244527283334021120,244208163958818048,熊猫军团,0,5.0
541,244060215178428416,243947171781805312,熊市抱团取暖,0,7.0
542,246980417675329536,246980717735838976,币圈第一,1,5.0
543,246990647398236160,246990899157140736,币圈铁头,1,5.0
544,244104716215386112,243947171781805312,熊市抱团取暖,0,7.0
545,247005616718217216,247005238224225536,韭菜团,0,5.0
546,246991461336481792,246990899157140736,币圈铁头,0,5.0
547,244254003532398592,243947171781805312,熊市抱团取暖,0,6.0
548,244616488840069120,244074417200825600,中本聪,0,5.0
549,247035080814624768,247031224881906944,加密货币社团,0,5.0
550,244257298527289344,243947171781805312,熊市抱团取暖,0,7.0
551,247015347763544064,247014883487646976,比特币的春天,0,5.0
552,245592734596071424,243841804649366784,将夜,0,5.0
553,247043413093122048,247031362606073088,投资,0,5.0
554,244246267532935168,243947171781805312,熊市抱团取暖,0,7.0
555,246971143758807040,243626681297011968,BHEX第一工会,0,5.0
556,246756561740103680,244216404138788096,后宫三千佳丽,0,5.0
557,244582443833884672,243947171781805312,熊市抱团取暖,0,7.0
558,247030813210968064,247031554906522880,顶级超级公会,1,5.0
559,246667644860891136,244020274868258048,币核之光,0,5.0
560,244578740297007104,243947171781805312,熊市抱团取暖,0,6.0
561,247043456873267200,247031362606073088,投资,0,5.0
562,243990005792636928,243947171781805312,熊市抱团取暖,0,7.0
563,247045948440838144,247031554906522880,顶级超级公会,0,5.0
564,244249820955672576,243947171781805312,熊市抱团取暖,0,7.0
565,247045902831976448,247031554906522880,顶级超级公会,0,5.0
566,244581600367738880,243947171781805312,熊市抱团取暖,0,6.0
567,247048819483869184,247048473093080320,大佬公会,0,5.0
568,243992652390072320,243947171781805312,熊市抱团取暖,0,9.0
569,247048257421967360,247048473093080320,大佬公会,1,5.0
570,244030256892346368,243947171781805312,熊市抱团取暖,0,7.0
571,247048999612448768,247048345485575424,自己的公会,0,5.0
572,247049048761303040,247048345485575424,自己的公会,0,5.0
573,244132219818606592,243947171781805312,熊市抱团取暖,0,7.0
574,247053702173818880,247053320819311872,争霸币圈,0,5.0
575,247048766434312192,247048473093080320,大佬公会,0,5.0
576,247053204846804992,247053386393060608,施华文的公会,1,5.0
577,244257164905152512,243947171781805312,熊市抱团取暖,0,7.0
578,247053653872214016,247053320819311872,争霸币圈,0,5.0
579,244582116200022016,243947171781805312,熊市抱团取暖,0,6.0
580,247053976414191616,247053386393060608,施华文的公会,0,5.0
581,246041668149837824,244201533192013056,达摩院,0,5.0
582,247056711511441408,247053386393060608,施华文的公会,0,5.0
583,243983420668248064,243947171781805312,熊市抱团取暖,0,7.0
584,246162806460907520,244201533192013056,达摩院,0,5.0
585,247070452386889728,247072448615548160,biyuzhong,1,5.0
586,244256058540032000,243947171781805312,熊市抱团取暖,0,6.0
587,247074130883772416,247074565052957952,su600c,1,5.0
588,247056755929120768,247053386393060608,施华文的公会,0,5.0
589,246166885530599424,244201533192013056,达摩院,0,5.0
590,244248997882232832,243947171781805312,熊市抱团取暖,0,7.0
591,244580776178614272,243947171781805312,熊市抱团取暖,0,7.0
592,246165879921049600,244201533192013056,达摩院,0,5.0
593,244584625350115328,243947171781805312,熊市抱团取暖,0,7.0
594,244583677043146752,243947171781805312,熊市抱团取暖,0,5.0
595,244585947965161472,243947171781805312,熊市抱团取暖,0,7.0
596,244586206183292928,243947171781805312,熊市抱团取暖,0,7.0
597,244441533145939968,244321773200606464,超级币糖,0,5.0
598,245750914307325952,236067888744891648,BHEXVietnam,0,5.0
599,247625501278208000,247625069365560576,DS.NO1,0,5.0
600,247747732037697536,247748006705890560,何博文,1,5.0
601,248298409449226240,247072903387153664,HOPE,0,5.0
602,247618583822336000,247618749606397184,天下无敌第一,1,5.0
603,247625455518351360,247625069365560576,DS.NO1,0,5.0
604,247639021784924160,247638486222636288,币圈神教,0,5.0
605,247735797011447808,247736256438732032,香冲,1,5.0
606,247769745179541504,247770230569567488,忠翔,1,5.0
607,247747678375772160,247747983729493248,吴龙怀,1,5.0
608,247619536784982016,247618749606397184,天下无敌第一,0,5.0
609,247638250175594496,247638486222636288,币圈神教,1,5.0
610,247735933250830336,247736340802962688,丽丽,1,5.0
611,247769668356669440,247770171488601344,DAVE,1,5.0
612,247802802360025088,247803160956241152,彭学桢,1,5.0
613,244237600649641984,244208163958818048,熊猫军团,0,5.0
614,247802840242978816,247803124063143168,英才教育,1,5.0
615,247619604002897920,247618749606397184,天下无敌第一,0,5.0
616,248291942469992448,247072684410930432,寒冬,0,5.0
617,247740245414772736,247741528183932160,丁世涛,1,5.0
618,247774839354687488,247775208344388864,牟恩平,1,5.0
619,247643018847584256,247642569939617024,sgawk,0,5.0
620,247740447102074880,247741263431075072,龚沾奎,1,5.0
621,247610073495633920,247609006229816576,sdgkhh,0,5.0
622,247775003544911872,247775287163749632,代付,1,5.0
623,248292193918517248,247072448615548160,biyuzhong,0,5.0
624,247747832944263168,247748055519200512,方海英,1,5.0
625,247629914684260352,247629418112222464,dkh,0,5.0
626,247624574286692352,244216404138788096,后宫三千佳丽,0,5.0
627,247779148968493056,247779651395781888,mfb596k,1,5.0
628,247561740357992448,247561299511477504,币圈大帮,0,5.0
629,248298492219621376,247072903387153664,HOPE,0,5.0
630,247610131385417728,247609006229816576,sdgkhh,0,5.0
631,247655702984916992,244216404138788096,后宫三千佳丽,0,5.0
632,247629971089260544,247629418112222464,dkh,0,5.0
633,248298362070368256,247072903387153664,HOPE,0,5.0
634,247794908268855296,247795163114767616,王雪丽,1,5.0
635,247586051047292928,247586585477121280,创世大会,1,5.0
636,247762749223075840,247763166514382080,丁磊,1,5.0
637,247740689692229632,247741318946882816,胜利公会,1,5.0
638,247775063104028672,247775355656733952,佳伟,1,5.0
639,247643073591640064,247642569939617024,sgawk,0,5.0
640,248292130567749632,247072448615548160,biyuzhong,0,5.0
641,247629240399560704,247629418112222464,dkh,1,5.0
642,247608062117150720,247609006229816576,sdgkhh,1,5.0
643,247663247984164864,244216404138788096,后宫三千佳丽,0,5.0
644,247747781236883456,247748029766173952,赵玉会,1,5.0
645,247556603451277312,247556144208545024,投资之道,0,5.0
646,247762813823746048,247763189373338880,丁敏,1,5.0
647,247651971404922880,244216404138788096,后宫三千佳丽,0,5.0
648,247779098771062784,247779781838636288,李 传 菊,1,5.0
649,247753370935492608,247753805876430080,范德霞,1,5.0
650,248298452197572608,247072903387153664,HOPE,0,5.0
651,247633253224415232,247633629688366336,jeep,1,5.0
652,247813768124563456,247814156911379712,刘亚亚,1,5.0
653,247561791226511360,247561299511477504,币圈大帮,0,5.0
654,247796946297946112,247797185952089344,王蒙,1,5.0
655,247624818789449728,247625069365560576,DS.NO1,1,5.0
656,247666841890324480,244216404138788096,后宫三千佳丽,0,5.0
657,247541355755339776,247541712942269696,李占军,1,5.0
658,247570720580960256,247570910054450432,大红包,1,5.0
659,247613408789397504,247614117752603904,币圈第一派,1,5.0
660,247609309444440064,244216404138788096,后宫三千佳丽,0,5.0
661,247753432583372800,247754117362222336,高龙,1,5.0
662,247796553769811968,247797136434136320,谢二涛,1,5.0
663,247574598860931072,247574891019371776,投资团队,1,5.0
664,247634040948260864,247633629688366336,jeep,0,5.0
665,247813838832140288,247814180122658048,韩文杰,1,5.0
666,247638970622803968,247638486222636288,币圈神教,0,5.0
667,247735860764868608,247736285756916992,陈锦涛,1,5.0
668,247769801844588544,247770324186432768,云俊小公会,1,5.0
669,247802716368404480,247803269353833728,郭利娟,1,5.0
670,247571523471409152,247570910054450432,大红包,0,5.0
671,247614624147701760,247614117752603904,币圈第一派,0,5.0
672,247636154348994560,244216404138788096,后宫三千佳丽,0,5.0
673,247571462259736576,247570910054450432,大红包,0,5.0
674,247796840895086592,247797072328393984,颜鑫,1,5.0
675,247813976128487424,247814231611933952,左海军,1,5.0
676,247769856529924096,247770409389524224,三国公会,1,5.0
677,247547089855447040,247546686690559232,超级公会111,0,5.0
678,247704423114211328,244321773200606464,超级币糖,0,5.0
679,247634382532378624,247633629688366336,jeep,0,5.0
680,247796752294608896,247797109414429952,张明阳,1,5.0
681,247753472622198784,247754144457426176,周帮全,1,5.0
682,247614569621749760,247614117752603904,币圈第一派,0,5.0
683,247813900329025536,247814205229761792,徐 飞,1,5.0
684,247582665413492736,247582305240220928,超级无敌公会1 2,0,5.0
685,247642329287229440,247642569939617024,sgawk,1,5.0
686,247614727033978880,244216404138788096,后宫三千佳丽,0,5.0
687,247740304713842688,247741495594190080,币市论坛,1,5.0
688,247774940135424000,247775243123557632,欧贵,1,5.0
689,247764979418398720,247765382298076416,徐健刚,1,5.0
690,248292061521117184,247072684410930432,寒冬,0,5.0
691,248305475660283904,247074453954233600,柳兆伦,0,5.0
692,247551183647145984,247551345354343680,投资会,1,5.0
693,248494103887872000,248494303436080384,空军团,1,5.0
694,249722566229622784,247092482415002880,的DY,0,5.0
695,240926011901083648,239557784142873856,BHEX Vietnam,0,5.0
696,249793529751273472,247131075724444928,海军公会,0,5.0
697,248479796697497600,248479208907736320,开飞机,0,5.0
698,248504439256907776,248504571251655936,不能形,1,5.0
699,248305396647985152,247074453954233600,柳兆伦,0,5.0
700,248392974755692544,248393150849352960,比比还是,1,5.0
701,249011883611521024,249012103535658240,最强公会,1,5.0
702,248505091286630400,248504571251655936,不能形,0,5.0
703,248478814643159040,248479208907736320,开飞机,1,5.0
704,249132581923323904,249132034516321536,神奇公户,0,5.0
705,249729998351761408,247092551696516352,DIY,0,5.0
706,248412558204338176,248412732267955456,大哥大,1,5.0
707,249785258827055104,247121465928058112,篮球会,0,5.0
708,249812936972042240,247131194012206336,onver,0,5.0
709,249012566066724864,249012103535658240,最强公会,0,5.0
710,248494767711977472,248494303436080384,空军团,0,5.0
711,249131858774982656,249132034516321536,神奇公户,1,5.0
712,249120260878499840,249121821948118272,集团军,1,5.0
713,241913270850813952,244964670396695808,ok超多狙,1,5.0
714,249722602686513152,247092482415002880,的DY,0,5.0
715,248424899549593600,248425086581998848,默默人生,1,5.0
716,248413102004240384,248412732267955456,大哥大,0,5.0
717,249722651155890176,247092482415002880,的DY,0,5.0
718,248494819863953408,248494303436080384,空军团,0,5.0
719,249759512393940992,247120198912705792,德蝶,0,5.0
720,248485362757009408,248484021628306688,而爱爱,0,5.0
721,249018754368012288,249018889760146688,超级大公会,1,5.0
722,248509397452718080,248508959676433664,明明会,0,5.0
723,248425680336060416,248425086581998848,默默人生,0,5.0
724,249122393967296512,249121821948118272,集团军,0,5.0
725,248499128060084224,248500219409597696,不得不服,1,5.0
726,249790875964801024,247131075724444928,海军公会,0,5.0
727,241925134750056448,241907791537898752,cocolonotomo Guild,0,5.0
728,249122445909557248,249121821948118272,集团军,0,5.0
729,249722520620761088,247092482415002880,的DY,0,5.0
730,249807664446701568,247131111686407424,黄芳,0,5.0
731,249012995370516480,249012103535658240,最强公会,0,5.0
732,248505153966309376,248504571251655936,不能形,0,5.0
733,249132499622690816,249132034516321536,神奇公户,0,5.0
734,248479862497738752,248479208907736320,开飞机,0,5.0
735,248412589602897920,247092332401526016,肖叶娣,0,5.0
736,248475051362615296,248475326928389376,大公会1211111,1,5.0
737,248415050216505344,248414550767174912,李士好好,0,5.0
738,248976959059787776,244020274868258048,币核之光,0,5.0
739,249125946458898432,249126277775361280,比特币博士会,1,5.0
740,248500698701103104,248500219409597696,不得不服,0,5.0
741,249785298035408896,247121465928058112,篮球会,0,5.0
742,249807599653093376,247131111686407424,黄芳,0,5.0
743,248418474974773248,248418641153099008,魔法书,1,5.0
744,248490133551316992,248489637943969024,kk腻烦,0,5.0
745,248514395083374592,248513869344146688,忍野忍,0,5.0
746,249717288973107200,247092411480933632,邓振涛,0,5.0
747,249790724332322816,247131075724444928,海军公会,0,5.0
748,248475758513881088,248475326928389376,大公会1211111,0,5.0
749,249726726123552768,247092551696516352,DIY,0,5.0
750,248500913071980544,248500219409597696,不得不服,0,5.0
751,249126623713165312,249126277775361280,比特币博士会,0,5.0
752,248413164818137088,248412732267955456,大哥大,0,5.0
753,249001991395868672,244216404138788096,后宫三千佳丽,0,5.0
754,249743776011255808,247114502947210496,陈金锐,0,5.0
755,249777658429440000,247120295977288960,海浪公会,0,5.0
756,249726648780587008,247092551696516352,DIY,0,5.0
757,249807552836272128,247131111686407424,黄芳,0,5.0
758,249759615733202944,247120198912705792,德蝶,0,5.0
759,248513487201107968,248513869344146688,忍野忍,1,5.0
760,248416419874865152,248416015023867136,司空,0,5.0
761,248489367344250880,248489637943969024,kk腻烦,1,5.0
762,248490218225926144,248489637943969024,kk腻烦,0,5.0
763,249739404237864960,247114575022130432,胡耀祖,0,5.0
764,249752292730077184,247120198912705792,德蝶,0,5.0
765,248419249721442304,248418641153099008,魔法书,0,5.0
766,249019236285153280,249018889760146688,超级大公会,0,5.0
767,248415116721389568,248414550767174912,李士好好,0,5.0
768,249717328584114176,247092411480933632,邓振涛,0,5.0
769,249733881488736256,247114654353196288,赛道公会,0,5.0
770,248483726408024064,248484021628306688,而爱爱,1,5.0
771,249793759154536448,247131075724444928,海军公会,0,5.0
772,249733761909129216,247114654353196288,赛道公会,0,5.0
773,248514452461453312,248513869344146688,忍野忍,0,5.0
774,248508722798919680,248508959676433664,明明会,1,5.0
775,249136118526902272,249136481787184384,币圈大军,1,5.0
776,248412631394942976,247092332401526016,肖叶娣,0,5.0
777,248416366993080320,248416015023867136,司空,0,5.0
778,248485467094515712,248484021628306688,而爱爱,0,5.0
779,249790779814576128,247131075724444928,海军公会,0,5.0
780,244319982559952896,244201533192013056,达摩院,0,5.0
781,248475824716775424,248475326928389376,大公会1211111,0,5.0
782,249007415922786304,244216404138788096,后宫三千佳丽,0,5.0
783,249672754163613696,255106833591829760,加QQ87215712 卖XXX,1,5.0
784,249126671645671424,249126277775361280,比特币博士会,0,5.0
785,249785332000882688,247121465928058112,篮球会,0,5.0
786,249733841374412800,247114654353196288,赛道公会,0,5.0
787,249019184108011520,249018889760146688,超级大公会,0,5.0
788,249790821673730048,247131075724444928,海军公会,0,5.0
789,248509458010079232,248508959676433664,明明会,0,5.0
790,249726612927676416,247092551696516352,DIY,0,5.0
791,249816279840718848,243626681297011968,BHEX第一工会,0,5.0
792,249807506053005312,247131111686407424,黄芳,0,5.0
793,249777606831112192,247120295977288960,海浪公会,0,5.0
794,249812793082249216,247131194012206336,onver,0,5.0
795,249752194063269888,247120118021358848,世荣聚会,0,5.0
796,249759652810850304,247120198912705792,德蝶,0,5.0
797,249824681358786560,247135793066542336,冯人全,0,5.0
798,249812896354402304,247131194012206336,onver,0,5.0
799,249815911446609920,243626681297011968,BHEX第一工会,0,5.0
800,249754804019265536,247120198912705792,德蝶,0,5.0
801,249812848044408832,247131194012206336,onver,0,5.0
802,249840283557298176,249839909341496576,三个臭皮匠,0,5.0
803,249844532806680576,249843909549884672,大V,0,5.0
804,249835909133107200,249835523341026560,神奇币圈,0,5.0
805,249848138347839488,249848345613567232,韭菜圈,1,5.0
806,249840345045794816,249839909341496576,三个臭皮匠,0,5.0
807,249844464674406400,249843909549884672,大V,0,5.0
808,249857266973671424,249857426407556352,共鸣,1,5.0
809,249824816516038656,247135793066542336,冯人全,0,5.0
810,249824774942097408,247135793066542336,冯人全,0,5.0
811,250508549279711232,250508154553763072,需担心,0,5.0
812,250548626533908480,250548176996795648,方便的,0,5.0
813,249183866257145856,240339635719636224,天玄宫之碧血剑,0,5.0
814,250499369525313536,250498924299945216,嗨翻天,0,5.0
815,250499468930318336,250498924299945216,嗨翻天,0,5.0
816,250498792120647680,250498924299945216,嗨翻天,1,5.0
817,250503434342760448,250503593768256768,sf真的粉色,1,5.0
818,249983391590776832,249983584545539328,sadaw给对方,1,5.0
819,249972762117144576,249972307513312512,是在打我,0,5.0
820,250490790026149888,250489552530310400,sf成本非常,0,5.0
821,249972682467311616,249972130488517888,爵士公会,0,5.0
822,249978624286130176,249977910491088128,收发文,0,5.0
823,250495795516932096,240373972909425920,彦杰瑞业创投,0,5.0
824,249972701811441664,249972307513312512,是在打我,0,5.0
825,250454833986011136,250454055296697600,撒大声地,0,5.0
826,249984352656818176,249983584545539328,sadaw给对方,0,5.0
827,250489430702555136,250489552530310400,sf成本非常,1,5.0
828,249984433590108160,249983584545539328,sadaw给对方,0,5.0
829,250504224172146688,250503593768256768,sf真的粉色,0,5.0
830,250504288110116864,250503593768256768,sf真的粉色,0,5.0
831,249984536115675136,249983584545539328,sadaw给对方,0,5.0
832,250508025939623936,250508154553763072,需担心,1,5.0
833,251203886835302400,247160544619136256,OENT,0,5.0
834,251203843399090176,247160544619136256,OENT,0,5.0
835,251212240756408320,251212489109538048,个二手,1,5.0
836,251213136626188288,251212489109538048,个二手,0,5.0
837,251203996809953280,247160544619136256,OENT,0,5.0
838,217316309808185344,233828205151388928,嘿嘿嘿,0,5.0
839,251203926505029632,247160544619136256,OENT,0,5.0
840,251213073048928256,251212489109538048,个二手,0,5.0
841,251220113465016320,251220493997442304,阿瓦打我的,1,5.0
842,251245574828064768,251245673075442944,粉色发,1,5.0
843,251221613130022912,251220493997442304,阿瓦打我的,0,5.0
844,251246067457458176,251245673075442944,粉色发,0,5.0
845,251258524003467264,251258107483915520,个红包吃饭,0,5.0
846,252497227896061952,247734204149007616,houzhang,0,5.0
847,252101247866503168,243388846333756672,15612060706,0,5.0
848,252078838539091968,243388846333756672,15612060706,0,5.0
849,244122054729924608,244103179665671424,大路节点,0,5.0
850,252683458575597568,249888741609702656,F公会,0,5.0
851,251194097749196800,247160460909217024,贺艳红,0,5.0
852,250548072709619712,250548176996795648,方便的,1,5.0
853,250548573526294528,250548176996795648,方便的,0,5.0
854,252820791530618880,239645778283595008,otokogumi-bhex,0,11.0
855,252159774370824192,246944446342759680,超级公会1,0,5.0
856,253407491160014848,253408195173942528,VC21,1,5.0
857,243905950908678144,243906833264411904,walker,1,5.0
858,252497180986966016,247734204149007616,houzhang,0,5.0
859,244314928213917696,244321773200606464,超级币糖,1,5.0
860,245726708500791296,244201533192013056,达摩院,0,5.0
861,252497296405823488,247734204149007616,houzhang,0,5.0
862,252497130319773696,247734204149007616,houzhang,0,5.0
863,253369354065018880,241710272803505408,868686,0,5.0
864,241907240674787328,241907791537898752,cocolonotomo Guild,1,11.0
865,251258473696985088,251258107483915520,个红包吃饭,0,5.0
866,1001025013,235295073712211200,希游财经,1,5.0
867,1001025036,243893961297757440,奔跑财经,1,5.0
868,244461651016024064,244208163958818048,熊猫军团,0,5.0
869,244935260373254144,244575744196609280,来聚丰,0,5.0
870,245041997440876544,244224570247349504,恒隆广场,0,5.0
871,246997799240204288,246997211081344256,抱团取暖,0,5.0
872,246771563784044544,244216404138788096,后宫三千佳丽,0,5.0
873,247047922926223360,247048345485575424,自己的公会,1,5.0
874,247052953398280192,247053320819311872,争霸币圈,1,5.0
875,247054013626056704,247053386393060608,施华文的公会,0,5.0
876,247070591419678720,247072903387153664,HOPE,1,5.0
877,247070526500241408,247072684410930432,寒冬,1,5.0
878,247074219014488064,247074639233418496,浩泽,1,5.0
879,247074168498290688,247074453954233600,柳兆伦,1,5.0
880,247080268970852352,247080750082688256,抱团取暖吧,1,5.0
881,247092064628768768,247092411480933632,邓振涛,1,5.0
882,247080197785124864,247080760098686208,丁永芳,1,5.0
883,247121314127806464,247121465928058112,篮球会,1,5.0
884,247114209538867200,247114556206482688,陈增秀,1,5.0
885,247129098957357056,247131075724444928,海军公会,1,5.0
886,247118609875468288,247120295977288960,海浪公会,1,5.0
887,247129188061151232,247131194012206336,onver,1,5.0
888,247118579206717440,247120198912705792,德蝶,1,5.0
889,247118546524700672,247120118021358848,世荣聚会,1,5.0
890,247129143878352896,247131111686407424,黄芳,1,5.0
891,247129245254680576,247131299314402560,bikankan,1,5.0
892,247135338395598848,247135642012878080,陈长发,1,5.0
893,247144514593226752,247145041683023104,邓瑞亮,1,5.0
894,247135238134956032,247135768622138624,单雪平,1,5.0
895,247144566938140672,247145066160981248,邓亮国,1,5.0
896,247160042250567680,247160618464052480,FTD,1,5.0
897,247164349230350336,247164782258685184,江勇,1,5.0
898,247144677533548544,247144917808448768,仇仁峰,1,5.0
899,247160303606038528,247160544619136256,OENT,1,5.0
900,247164384437338112,247164735047599360,寒冬春晓,1,5.0
901,247164140790218752,247164876471141632,OVER,1,5.0
902,247144617882157056,247145163468834048,冯安容,1,5.0
903,247160266889101312,247160460909217024,贺艳红,1,5.0
904,247164313335496704,247164815217526016,dsg4,1,5.0
905,247181284110237696,247181611056235776,凤甫荣,1,5.0
906,247185588170784768,247186054820660480,币圈大咖,1,5.0
907,247185536866058240,247185961052800256,比特币之家,1,5.0
908,247185428434911232,247185740465964288,侠荣,1,5.0
909,247190715900362752,247191140045161728,何耿鑫,1,5.0
910,247190663068909568,247191033560171776,光亮GOD,1,5.0
911,247167657009479680,236067888744891648,BHEXVietnam,0,5.0
912,247529261773357056,247529848900420864,郑凯朋,1,5.0
913,247185482893754368,247185841582245120,GOD,1,5.0
914,247390709886484480,247393892675355904,BTC俱乐部,1,5.0
915,247390753960230912,247394086460589312,数字潮人,1,5.0
916,247541407873761280,247541623175775488,牛牛公会,1,5.0
917,247458500735926272,247734346914727168,兴辉公会,1,5.0
918,247458427293663232,247734257995482368,颜远辉,1,5.0
919,247647406626439168,244216404138788096,后宫三千佳丽,0,5.0
920,247779054219165696,247779515508720896,耿朝源,1,5.0
921,247762878801903616,247763211460543744,杜海龙,1,5.0
922,247530325062975488,247530604923716864,终极大牛市,1,5.0
923,247458380527173632,247734232879990016,王汪清,1,5.0
924,247529342186553344,247529745502438656,changou9671,1,5.0
925,247644097874231296,244216404138788096,后宫三千佳丽,0,5.0
926,247458329432162304,247734204149007616,houzhang,1,5.0
927,247529300855881728,247529822694409472,张月,1,5.0
928,247556542902304768,247556144208545024,投资之道,0,5.0
929,247587147547410432,247586585477121280,创世大会,0,5.0
930,247542116610473984,247541623175775488,牛牛公会,0,5.0
931,247575293731274752,247574891019371776,投资团队,0,5.0
932,247802754075197440,247803234163623168,深圳赢通科技,1,5.0
933,247547582862327808,247548007661438208,杨欢的公会,1,5.0
934,247555851211243520,247556144208545024,投资之道,1,5.0
935,247547626650861568,247547928967906560,袁志伏,1,5.0
936,247764930076606464,247765356712822016,耿远,1,5.0
937,247779007964381184,247779490309342464,币市大佬公会,1,5.0
938,247531030335193088,247530604923716864,终极大牛市,0,5.0
939,247587077309595648,247586585477121280,创世大会,0,5.0
940,247581985533591552,247582305240220928,超级无敌公会1 2,1,5.0
941,247530976144785408,247530604923716864,终极大牛市,0,5.0
942,247575360236158976,247574891019371776,投资团队,0,5.0
943,247551801006751744,247551345354343680,投资会,0,5.0
944,247542056774533120,247541623175775488,牛牛公会,0,5.0
945,247547681201979392,247547882922837248,梦杰,1,5.0
946,247765144673976320,247765432025744640,李广,1,5.0
947,247560494381268992,247561299511477504,币圈大帮,1,5.0
948,247762680931418112,247763137254917376,TNT,1,5.0
949,247639703166386176,244216404138788096,后宫三千佳丽,0,5.0
950,247540922332741632,247541689194120448,庆君,1,5.0
951,247582715409596416,247582305240220928,超级无敌公会1 2,0,5.0
952,247540827264647168,247541634835940608,荣誉公会,1,5.0
953,247765042551062528,247765409737213184,李宝,1,5.0
954,247753322264788992,247753747969869056,杜飞雪,1,5.0
955,247551741237919744,247551345354343680,投资会,0,5.0
956,247541426446139392,247541773851952384,BABY,1,5.0
957,247546489558269952,247546686690559232,超级公会111,1,5.0
958,247547516676210688,247548190398874880,币市超级公会,1,5.0
959,247547149397786624,247546686690559232,超级公会111,0,5.0
960,247735730489786368,247736381487711488,燕明,1,5.0
961,248305884428763136,247074565052957952,su600c,0,5.0
962,248312918184296448,248313169599268096,虚拟货币,1,5.0
963,248318430011457536,247080898099676416,热点公会,0,5.0
