,用户编号,公会编号,公会名,是不是会长,算力
964,248305517024509952,247074565052957952,su600c,0,5.0
965,248317528110268416,248317777788798208,币圈投资,1,5.0
966,248314023358234624,248313169599268096,虚拟货币,0,5.0
967,248319257883181056,247080898099676416,热点公会,0,5.0
968,248314813162455040,247074639233418496,浩泽,0,5.0
969,248314850869248000,247074639233418496,浩泽,0,5.0
970,248318330933608448,248317777788798208,币圈投资,0,5.0
971,248313668050354176,248313169599268096,虚拟货币,0,5.0
972,248330462077124608,248329759086609664,斌哥88,0,5.0
973,248318490434600960,247080898099676416,热点公会,0,5.0
974,248332377984860160,247080760098686208,丁永芳,0,5.0
975,248318381474971648,248317777788798208,币圈投资,0,5.0
976,248318358506962944,247080898099676416,热点公会,0,5.0
977,248336577590460416,248336934458623232,BTC军团,1,5.0
978,248314894775222272,247074639233418496,浩泽,0,5.0
979,248332890109378560,248332491818272000,超级王国,0,5.0
980,248332296455979008,247080825739543808,借力,0,5.0
981,248332962083635200,248332491818272000,超级王国,0,5.0
982,248337157142609920,248337517559153920,焦旭,1,5.0
983,248324293270962176,247080898099676416,热点公会,0,5.0
984,248342745457098752,248342926273545472,虚拟人生,1,5.0
985,248330546500075520,248329759086609664,斌哥88,0,5.0
986,248324605377511424,247080898099676416,热点公会,0,5.0
987,248337666146566144,248336934458623232,BTC军团,0,5.0
988,248332256199049216,247080825739543808,借力,0,5.0
989,248365198078115840,248365438101357824,维鑫团队,1,5.0
990,248329379107831808,248329759086609664,斌哥88,1,5.0
991,248337618230837248,248336934458623232,BTC军团,0,5.0
992,248347584501121024,248349111169058048,游戏人生,1,5.0
993,248366059143561216,248365438101357824,维鑫团队,0,5.0
994,248324451983425536,247080898099676416,热点公会,0,5.0
995,248358653059661824,248358052586325248,喊人家,0,5.0
996,248350004589363200,248349111169058048,游戏人生,0,5.0
997,248376342662610944,248376523814601984,那么多,1,5.0
998,248381312652804096,248381713863148800,是中大V,1,5.0
999,248366153372794880,248365438101357824,维鑫团队,0,5.0
1000,248324405342765056,247080898099676416,热点公会,0,5.0
1001,248343432475705344,248342926273545472,虚拟人生,0,5.0
1002,248350071052304384,248349111169058048,游戏人生,0,5.0
1003,248371597260619776,248370848711574784,虚拟哈哈,0,5.0
1004,248377595635433472,248376523814601984,那么多,0,5.0
1005,248357756090974208,248358052586325248,喊人家,1,5.0
1006,248382470070992896,248381713863148800,是中大V,0,5.0
1007,248386103940481024,248386350641054976,迷你资产,1,5.0
1008,248393582107688960,248393150849352960,比比还是,0,5.0
1009,248370602237493248,248370848711574784,虚拟哈哈,1,5.0
1010,248392042571628544,248392313724994816,投资圈,1,5.0
1011,248377664212303872,248376523814601984,那么多,0,5.0
1012,248386788341841920,248386350641054976,迷你资产,0,5.0
1013,248382603676352512,248381713863148800,是中大V,0,5.0
1014,248396993863614464,248397228090328320,大公会,1,5.0
1015,248388282000605184,248387937799243008,币圈第一大帮,0,5.0
1016,248400783224340480,248401039068497152,顶级投资圈,1,5.0
1017,248392683687772160,248392313724994816,投资圈,0,5.0
1018,248386857195536384,248386350641054976,迷你资产,0,5.0
1019,248397832825077760,248397228090328320,大公会,0,5.0
1020,248406523095810048,247080750082688256,抱团取暖吧,0,5.0
1021,248388342138535936,248387937799243008,币圈第一大帮,0,5.0
1022,248392771222896640,248392313724994816,投资圈,0,5.0
1023,248400798768431104,248400091625555200,霞姐工会,0,5.0
1024,248401477390041088,248401039068497152,顶级投资圈,0,5.0
1025,248405378822569984,248404833193952512,天地公会,0,5.0
1026,248409124956798976,248409353118549248,实益达,1,5.0
1027,248405670184091648,248405161079473408,梦工厂,0,5.0
1028,248400702978916352,248400091625555200,霞姐工会,0,5.0
1029,248409788537634816,248409353118549248,实益达,0,5.0
1030,248406572144001024,247080750082688256,抱团取暖吧,0,5.0
1031,249739368250736640,247114556206482688,陈增秀,0,5.0
1032,248519212660948992,248513869344146688,忍野忍,0,5.0
1033,249759547827421184,247120198912705792,德蝶,0,5.0
1034,248406407450460160,247080750082688256,抱团取暖吧,0,5.0
1035,248409737132244992,248409353118549248,实益达,0,5.0
1036,248414364170977280,248414550767174912,李士好好,1,5.0
1037,248412672574619648,247092332401526016,肖叶娣,0,5.0
1038,248393671026933760,248393150849352960,比比还是,0,5.0
1039,248397772880084992,248397228090328320,大公会,0,5.0
1040,248401548139560960,248401039068497152,顶级投资圈,0,5.0
1041,248406464610435072,247080750082688256,抱团取暖吧,0,5.0
1042,248411045042061312,248410574860584192,BBT工会,0,5.0
1043,248404946389827584,248405161079473408,梦工厂,1,5.0
1044,248419310782119936,248418641153099008,魔法书,0,5.0
1045,248405330999115776,248404833193952512,天地公会,0,5.0
1046,248411120187211776,248410574860584192,BBT工会,0,5.0
1047,248412543381667840,247092332401526016,肖叶娣,0,5.0
1048,249748196019142656,247120118021358848,世荣聚会,0,5.0
1049,249730032954769408,247092551696516352,DIY,0,5.0
1050,248425612925206528,248425086581998848,默默人生,0,5.0
1051,249748231830110208,247120118021358848,世荣聚会,0,5.0
1052,248415761318805504,248416015023867136,司空,1,5.0
1053,249739323614953472,247114556206482688,陈增秀,0,5.0
1054,249785045949349888,247121465928058112,篮球会,0,5.0
1055,249733796671520768,247114654353196288,赛道公会,0,5.0
1056,249743650979053568,247114502947210496,陈金锐,0,5.0
1057,249752227282157568,247120118021358848,世荣聚会,0,5.0
1058,249777813316698112,247120295977288960,海浪公会,0,5.0
1059,249730002512510976,247092551696516352,DIY,0,5.0
1060,249743686882295808,247114502947210496,陈金锐,0,5.0
1061,249748271424339968,247120118021358848,世荣聚会,0,5.0
1062,249777710732410880,247120295977288960,海浪公会,0,5.0
1063,249739444729675776,247114575022130432,胡耀祖,0,5.0
1064,249743723674730496,247114502947210496,陈金锐,0,5.0
1065,249748159595806720,247120118021358848,世荣聚会,0,5.0
1066,249817898397466624,247131299314402560,bikankan,0,5.0
1067,249831542963306496,247135768622138624,单雪平,0,5.0
1068,249835321494339584,249835523341026560,神奇币圈,1,5.0
1069,249839766508666880,249839909341496576,三个臭皮匠,1,5.0
1070,249831513099862016,247135768622138624,单雪平,0,5.0
1071,249843647464603648,249843909549884672,大V,1,5.0
1072,249835851343986688,249835523341026560,神奇币圈,0,5.0
1073,249817944266375168,247131299314402560,bikankan,0,5.0
1074,249831439808593920,247135768622138624,单雪平,0,5.0
1075,249853296528064512,249853459384501504,独立投资,1,5.0
1076,249831388604530688,247135768622138624,单雪平,0,5.0
1077,249853752029478912,249853459384501504,独立投资,0,5.0
1078,249872308150468608,249872851639993600,熊市屯币ING,1,5.0
1079,249824739240181760,247135793066542336,冯人全,0,5.0
1080,249848778985832448,249848345613567232,韭菜圈,0,5.0
1081,249853799274119168,249853459384501504,独立投资,0,5.0
1082,249859255451254784,249835523341026560,神奇币圈,0,5.0
1083,249882808095604736,249882367198758144,大大的币圈,0,5.0
1084,249873461139472384,249872851639993600,熊市屯币ING,0,5.0
1085,249886873726746624,249887072285099264,挂号77,1,5.0
1086,249888456170536960,249888741609702656,F公会,1,5.0
1087,249895430845104128,249895640392533248,创世公会123,1,5.0
1088,249858208611696640,249835523341026560,神奇币圈,0,5.0
1089,249881980156772352,249882367198758144,大大的币圈,1,5.0
1090,249896647033880576,247135768622138624,单雪平,0,5.0
1091,249848866286075904,249848345613567232,韭菜圈,0,5.0
1092,249882920335179776,249882367198758144,大大的币圈,0,5.0
1093,249897054485348352,249897256818574592,，vnx问问群,1,5.0
1094,249889256879947776,249888741609702656,F公会,0,5.0
1095,249887767700701184,249887072285099264,挂号77,0,5.0
1096,249896592759586816,247135768622138624,单雪平,0,5.0
1097,249896188252520448,249895640392533248,创世公会123,0,5.0
1098,249925632744751104,249925838022378752,需改动过,1,5.0
1099,249921074761039872,249897256818574592,，vnx问问群,0,5.0
1100,249904523995512832,247135718063998208,永龙公会,0,5.0
1101,249889204518256640,249888741609702656,F公会,0,5.0
1102,249932390607355904,249932546425750784,梵蒂冈,1,5.0
1103,249896477768548352,247135768622138624,单雪平,0,5.0
1104,249936615991148544,249936761038570752,的想法色鬼,1,5.0
1105,249926220794560512,249925838022378752,需改动过,0,5.0
1106,249941104911450112,249941271635035392,规定如果,1,5.0
1107,249932037052694528,249931417461720320,客户卡,0,5.0
1108,249887679679037440,249887072285099264,挂号77,0,5.0
1109,249904568471912448,247135718063998208,永龙公会,0,5.0
1110,249921156424138752,249897256818574592,，vnx问问群,0,5.0
1111,249939609784680448,249938837017724160,天地之间,0,5.0
1112,249896522513383424,247135768622138624,单雪平,0,5.0
1113,249932939952128000,249932546425750784,梵蒂冈,0,5.0
1114,249937178883522560,249936761038570752,的想法色鬼,0,5.0
1115,249926702795587584,249925838022378752,需改动过,0,5.0
1116,249939695298150400,249938837017724160,天地之间,0,5.0
1117,249950855443513344,249951020044780800,婢女给你,1,5.0
1118,249933982849040384,249932546425750784,梵蒂冈,0,5.0
1119,249945677097074688,249945870127334656,cv初中生,1,5.0
1120,249954158441136128,249954650860815616,大课间,1,5.0
1121,249941785521160192,249941271635035392,规定如果,0,5.0
1122,249937244717318144,249936761038570752,的想法色鬼,0,5.0
1123,249951515358527488,249951020044780800,婢女给你,0,5.0
1124,249941719821582336,249941271635035392,规定如果,0,5.0
1125,249946425595789312,249945870127334656,cv初中生,0,5.0
1126,249958521347768320,249958755985523968,超级无敌人,1,5.0
1127,249938444346982400,249938837017724160,天地之间,1,5.0
1128,249956276237500416,249956625941792000,vnfcvnf电风扇,1,5.0
1129,249947784332181504,249948207193523456,大城堡,1,5.0
1130,249962668281298944,249963045600888064,五十年,1,5.0
1131,249963716588863488,249963863238509824,东方闪电,1,5.0
1132,249959058159960064,249958755985523968,超级无敌人,0,5.0
1133,249946326081732608,249945870127334656,cv初中生,0,5.0
1134,249967862498983936,249967961492948224,大型各色,1,5.0
1135,249948842437640192,249948207193523456,大城堡,0,5.0
1136,249968165545836544,249967889124427008,武当会,0,5.0
1137,249959111628947456,249958755985523968,超级无敌人,0,5.0
1138,249951630022410240,249951020044780800,婢女给你,0,5.0
1139,249963772574433280,249963045600888064,五十年,0,5.0
1140,249964308925251584,249963863238509824,东方闪电,0,5.0
1141,250583367391903744,250583457502332160,手动阀,1,5.0
1142,249957536625852416,249956625941792000,vnfcvnf电风扇,0,5.0
1143,249967656223113216,249967889124427008,武当会,1,5.0
1144,249968460287967232,249967961492948224,大型各色,0,5.0
1145,249954969703415808,249954650860815616,大课间,0,5.0
1146,250339712840237056,247135642012878080,陈长发,0,5.0
1147,250646625339572224,250646722739700992,v不吃饭,1,5.0
1148,249972616306360320,249972130488517888,爵士公会,0,5.0
1149,250522725985288192,250522832830989568,正式发放,1,5.0
1150,250552536262770688,250552097907672320,vcbd法国大人,0,5.0
1151,249963725254295552,249963045600888064,五十年,0,5.0
1152,250728649031155712,250727081099658496,的粉色发,0,5.0
1153,250617342806196224,250616900474897664,萨达我,0,5.0
1154,249964469147664384,249963863238509824,东方闪电,0,5.0
1155,250453904729571328,250454055296697600,撒大声地,1,5.0
1156,249968222194106368,249967889124427008,武当会,0,5.0
1157,250532832806699008,250532294501336320,电费,0,5.0
1158,249968518639124480,249967961492948224,大型各色,0,5.0
1159,250649513562472448,250646722739700992,v不吃饭,0,5.0
1160,250571065632489472,250571174768280832,sevdfb程序,1,5.0
1161,250630946318188544,250631352234542336,爆发好高,1,5.0
1162,250737105914036224,250736580602627328,的GV是的,0,5.0
1163,250592836435836928,250591562650879232,大法师,0,5.0
1164,250661390472445952,250661494323414272,孤男寡女,1,5.0
1165,250616673051344896,250616900474897664,萨达我,1,5.0
1166,250551964327477248,250552097907672320,vcbd法国大人,1,5.0
1167,249976570654228480,249835523341026560,神奇币圈,0,5.0
1168,249955034882899968,249954650860815616,大课间,0,5.0
1169,250508625951588352,250508154553763072,需担心,0,5.0
1170,250583883593285632,250583457502332160,手动阀,0,5.0
1171,249971603994312704,249972130488517888,爵士公会,1,5.0
1172,250490919714029568,250489552530310400,sf成本非常,0,5.0
1173,250539852821692416,250539373790233856,drttgdr电费,0,5.0
1174,250728578977890304,250727081099658496,的粉色发,0,5.0
1175,250598234211483648,250598666526786816,vdv按时,1,5.0
1176,250647527031046144,250646722739700992,v不吃饭,0,5.0
1177,250571681373093888,250571174768280832,sevdfb程序,0,5.0
1178,249977567539625984,249977910491088128,收发文,1,5.0
1179,249976626723684352,249835523341026560,神奇币圈,0,5.0
1180,250631884105842688,250631352234542336,爆发好高,0,5.0
1181,249972144992419840,249972307513312512,是在打我,1,5.0
1182,250661974260842496,250661494323414272,孤男寡女,0,5.0
1183,250592893377708032,250591562650879232,大法师,0,5.0
1184,249978539921899520,249977910491088128,收发文,0,5.0
1185,250737407023120384,250736580602627328,的GV是的,0,5.0
1186,250539261441605632,250539373790233856,drttgdr电费,1,5.0
1187,250598964716634112,250598666526786816,vdv按时,0,5.0
1188,250575347756826624,250575453864330496,撒给人打工,1,5.0
1189,250571621797199872,250571174768280832,sevdfb程序,0,5.0
1190,250713947576205312,249835523341026560,神奇币圈,0,5.0
1191,250635929503662080,250636035091072256,发给,1,5.0
1192,250558936728731648,250559260285732096,不规范干部,1,5.0
1193,250631815705133056,250631352234542336,爆发好高,0,5.0
1194,250523446138896384,250522832830989568,正式发放,0,5.0
1195,250661907898564608,250661494323414272,孤男寡女,0,5.0
1196,250656081456660480,250654730412623104,给你发给你,0,5.0
1197,250588174064287744,250587773046883584,爱上大V,0,5.0
1198,250621289126166528,250621380771710208,得分,1,5.0
1199,250604418805006336,250603825990468864,多子多福,0,5.0
1200,250539939106914304,250539373790233856,drttgdr电费,0,5.0
1201,250717533899063296,249872851639993600,熊市屯币ING,0,5.0
1202,250532682751279104,250532294501336320,电费,0,5.0
1203,250636656133275648,250636035091072256,发给,0,5.0
1204,250575996942811136,250575453864330496,撒给人打工,0,5.0
1205,250591459772989440,250591562650879232,大法师,1,5.0
1206,250559986663686144,250559260285732096,不规范干部,0,5.0
1207,250733338355302400,250732917331068160,大V是的,0,5.0
1208,250736450965078016,250736580602627328,的GV是的,1,5.0
1209,250621907811172352,250621380771710208,得分,0,5.0
1210,250523330392883200,250522832830989568,正式发放,0,5.0
1211,250552601693913088,250552097907672320,vcbd法国大人,0,5.0
1212,250543297452572672,250543387579778304,fgd这是地方挖,1,5.0
1213,250587667300089856,250587773046883584,爱上大V,1,5.0
1214,250607987847331840,250608076019991808,非常大方,1,5.0
1215,250579845569052672,250579445617001728,强无敌,0,5.0
1216,250575849596911616,250575453864330496,撒给人打工,0,5.0
1217,250640365332463616,250639907767452928,方式V型的,0,5.0
1218,250666020883398656,250665638471927040,十大后天发货,0,5.0
1219,250636579192963072,250636035091072256,发给,0,5.0
1220,250603688778006528,250603825990468864,多子多福,1,5.0
1221,250717468627304448,249872851639993600,熊市屯币ING,0,5.0
1222,250532198149783552,250532294501336320,电费,1,5.0
1223,250579896571789312,250579445617001728,强无敌,0,5.0
1224,250588255215681536,250587773046883584,爱上大V,0,5.0
1225,250559704076648448,250559260285732096,不规范干部,0,5.0
1226,250621825527316480,250621380771710208,得分,0,5.0
1227,250608458473406464,250608076019991808,非常大方,0,5.0
1228,250656375242489856,250654730412623104,给你发给你,0,5.0
1229,250543796650246144,250543387579778304,fgd这是地方挖,0,5.0
1230,250733441140916224,250732917331068160,大V是的,0,5.0
1231,250666090206855168,250665638471927040,十大后天发货,0,5.0
1232,250639819796119552,250639907767452928,方式V型的,1,5.0
1233,250604545347158016,250603825990468864,多子多福,0,5.0
1234,250739199064670208,250736580602627328,的GV是的,0,5.0
1235,250617402885406720,250616900474897664,萨达我,0,5.0
1236,250579347738722304,250579445617001728,强无敌,1,5.0
1237,250732804286185472,250732917331068160,大V是的,1,5.0
1238,250654660971724800,250654730412623104,给你发给你,1,5.0
1239,251176207415246848,247145041683023104,邓瑞亮,0,5.0
1240,250665463619780608,250665638471927040,十大后天发货,1,5.0
1241,251194478868824064,247160460909217024,贺艳红,0,5.0
1242,250640502175825920,250639907767452928,方式V型的,0,5.0
1243,251176246170615808,247145041683023104,邓瑞亮,0,5.0
1244,251176329385607168,247145041683023104,邓瑞亮,0,5.0
1245,251181003744477184,247145066160981248,邓亮国,0,5.0
1246,251253580127010816,251253685110441216,表面上分,1,5.0
1247,251257829158289408,251258107483915520,个红包吃饭,1,5.0
1248,251176285529964544,247145041683023104,邓瑞亮,0,5.0
1249,251194159145418752,247160460909217024,贺艳红,0,5.0
1250,251254008994594816,251253685110441216,表面上分,0,5.0
1251,251188140981878784,247144917808448768,仇仁峰,0,5.0
1252,251262166831988736,251262258402034944,幸福感线,1,5.0
1253,251246359750115328,251245673075442944,粉色发,0,5.0
1254,251266495194333184,251266004997637376,粉色发asa,0,5.0
1255,251262663580188672,251262258402034944,幸福感线,0,5.0
1256,251254102988947456,251253685110441216,表面上分,0,5.0
1257,251270044984803328,251269332741653760,这是发涩发,0,5.0
1258,251276312306778112,251276396587123968,分手的发,1,5.0
1259,251265889763328000,251266004997637376,粉色发asa,1,5.0
1260,251184270050328576,247145163468834048,冯安容,0,5.0
1261,251262715983822848,251262258402034944,幸福感线,0,5.0
1262,251269261799194624,251269332741653760,这是发涩发,1,5.0
1263,251276905414918144,251276396587123968,分手的发,0,5.0
1264,251280490026500096,251280058877216000,发顺丰,0,5.0
1265,251292513351237632,251292084022281472,如果他的人,0,5.0
1266,251270116992614400,251269332741653760,这是发涩发,0,5.0
1267,251266415041183744,251266004997637376,粉色发asa,0,5.0
1268,251280612558897152,251280058877216000,发顺丰,0,5.0
1269,251296102215843840,251295581627221248,胡椒粉,0,5.0
1270,251276793015959552,251276396587123968,分手的发,0,5.0
1271,251303545075400704,240373972909425920,彦杰瑞业创投,0,107.0
1272,251296027397849088,251295581627221248,胡椒粉,0,5.0
1273,251279938903343104,251280058877216000,发顺丰,1,5.0
1274,251285431310876672,251284966766544128,那后果很难,0,5.0
1275,251288787894927360,251288447913035008,发生多次v,0,5.0
1276,251300235752767488,251300330762142976,为哇大师,1,5.0
1277,251285323584372736,251284966766544128,那后果很难,0,5.0
1278,251292430555676672,251292084022281472,如果他的人,0,5.0
1279,251181046551543808,247145066160981248,邓亮国,0,5.0
1280,251288838276907008,251288447913035008,发生多次v,0,5.0
1281,251304530460016640,251304673536115968,梵蒂冈她的,1,5.0
1282,251344655495725056,247164782258685184,江勇,0,5.0
1283,251396580475928576,247185961052800256,比特币之家,0,5.0
1284,251373318119358464,247181531171521792,陈德光,0,5.0
1285,251300769419231232,251300330762142976,为哇大师,0,5.0
1286,251291855894085632,251292084022281472,如果他的人,1,5.0
1287,251446634066739200,247394086460589312,数字潮人,0,5.0
1288,251288365931167744,251288447913035008,发生多次v,1,5.0
1289,251416488597258240,247190967944480000,陈小三,0,5.0
1290,251336765967958016,247160618464052480,FTD,0,5.0
1291,251357884800303104,247164876471141632,OVER,0,5.0
1292,251384206255718400,247181611056235776,凤甫荣,0,5.0
1293,251406153001730048,247185740465964288,侠荣,0,5.0
1294,251422651883716608,247191140045161728,何耿鑫,0,5.0
1295,251194200895520768,247160460909217024,贺艳红,0,5.0
1296,251336731415281664,247160618464052480,FTD,0,5.0
1297,251188178856443904,247144917808448768,仇仁峰,0,5.0
1298,251384267425447936,247181611056235776,凤甫荣,0,5.0
1299,251357848091754496,247164876471141632,OVER,0,5.0
1300,251406200934236160,247185740465964288,侠荣,0,5.0
1301,251367784657977344,247181497130550528,ROSE,0,5.0
1302,251339958537945088,247164735047599360,寒冬春晓,0,5.0
1303,251422698029449216,247191140045161728,何耿鑫,0,5.0
1304,251336693523939328,247160618464052480,FTD,0,5.0
1305,251409669170659328,247190936847910144,林中币,0,5.0
1306,251443153566171136,247393892675355904,BTC俱乐部,0,5.0
1307,251391387281653760,247186054820660480,币圈大咖,0,5.0
1308,251357956573233152,247164876471141632,OVER,0,5.0
1309,251384135850131456,247181611056235776,凤甫荣,0,5.0
1310,251422580496662528,247191140045161728,何耿鑫,0,5.0
1311,251406076774449152,247185740465964288,侠荣,0,5.0
1312,251336809026682880,247160618464052480,FTD,0,5.0
1313,251508475128184832,243312455214957824,链一财经,0,944.0
1314,251339914908794880,247164735047599360,寒冬春晓,0,5.0
1315,251344014882897920,247164782258685184,江勇,0,5.0
1316,251305251209216000,251304673536115968,梵蒂冈她的,0,5.0
1317,251373418136731648,247181531171521792,陈德光,0,5.0
1318,251367741951574016,247181497130550528,ROSE,0,5.0
1319,251396648666923008,247185961052800256,比特币之家,0,5.0
1320,251357919772409856,247164876471141632,OVER,0,5.0
1321,251384170402807808,247181611056235776,凤甫荣,0,5.0
1322,251391422790631424,247186054820660480,币圈大咖,0,5.0
1323,251416572667887616,247190967944480000,陈小三,0,5.0
1324,251406118558105600,247185740465964288,侠荣,0,5.0
1325,251422618908098560,247191140045161728,何耿鑫,0,5.0
1326,251409601592033280,247190936847910144,林中币,0,5.0
1327,251443114903076864,247393892675355904,BTC俱乐部,0,5.0
1328,251339833455411200,247164735047599360,寒冬春晓,0,5.0
1329,251367670111535104,247181497130550528,ROSE,0,5.0
1330,251446706049384448,247394086460589312,数字潮人,0,5.0
1331,251333022232870912,247160544619136256,OENT,0,5.0
1332,251391494924271616,247186054820660480,币圈大咖,0,5.0
1333,251400783428583424,247185841582245120,GOD,0,5.0
1334,251419782057033728,247191033560171776,光亮GOD,0,5.0
1335,251349784743641088,247164815217526016,dsg4,0,5.0
1336,251380807963508736,247181578768483584,D6T,0,5.0
1337,251857295653470208,251926235851261184,万向公会,1,5.0
1338,251409634760589312,247190936847910144,林中币,0,5.0
1339,251443041595031552,247393892675355904,BTC俱乐部,0,5.0
1340,251344180876673024,247164782258685184,江勇,0,5.0
1341,251373339711635456,247181531171521792,陈德光,0,5.0
1342,251332987193655296,247160544619136256,OENT,0,5.0
1343,251396687128690688,247185961052800256,比特币之家,0,5.0
1344,251416611758800896,247190967944480000,陈小三,0,5.0
1345,251349825176731648,247164815217526016,dsg4,0,5.0
1346,251446762353721344,247394086460589312,数字潮人,0,5.0
1347,251400818425856000,247185841582245120,GOD,0,5.0
1348,251380773175951360,247181578768483584,D6T,0,5.0
1349,251419831499489280,247191033560171776,光亮GOD,0,5.0
1350,251305065678372864,251304673536115968,梵蒂冈她的,0,5.0
1351,251373375950422016,247181531171521792,陈德光,0,5.0
1352,251391454935777280,247186054820660480,币圈大咖,0,5.0
1353,251367706249658368,247181497130550528,ROSE,0,5.0
1354,251339873225801728,247164735047599360,寒冬春晓,0,5.0
1355,251343981823393792,247164782258685184,江勇,0,5.0
1356,251396614978273280,247185961052800256,比特币之家,0,5.0
1357,251332939177263104,247160544619136256,OENT,0,5.0
1358,251416524617940992,247190967944480000,陈小三,0,5.0
1359,251409559397335040,247190936847910144,林中币,0,5.0
1360,251446669164675072,247394086460589312,数字潮人,0,5.0
1361,251349651197001728,247164815217526016,dsg4,0,5.0
1362,251400717527678976,247185841582245120,GOD,0,5.0
1363,251443079696089088,247393892675355904,BTC俱乐部,0,5.0
1364,251419716248403968,247191033560171776,光亮GOD,0,5.0
1365,251380877454737408,247181578768483584,D6T,0,5.0
1366,251333060761747456,247160544619136256,OENT,0,5.0
1367,251349699934814208,247164815217526016,dsg4,0,5.0
1368,251400751795142656,247185841582245120,GOD,0,5.0
1369,251380842046423040,247181578768483584,D6T,0,5.0
1370,251419749727338496,247191033560171776,光亮GOD,0,5.0
1371,247080154986446848,247080825739543808,借力,1,5.0
1372,247092189384146944,247092551696516352,DIY,1,5.0
1373,247080108488392704,247080898099676416,热点公会,1,5.0
1374,247114171806908416,247114502947210496,陈金锐,1,5.0
1375,247092110397014016,247092482415002880,的DY,1,5.0
1376,247092033364426752,247092332401526016,肖叶娣,1,5.0
1377,247114276077305856,247114654353196288,赛道公会,1,5.0
1378,247135194161872896,247135793066542336,冯人全,1,5.0
1379,247135280514203648,247135718063998208,永龙公会,1,5.0
1380,247181191961378816,247181531171521792,陈德光,1,5.0
1381,247181236605550592,247181578768483584,D6T,1,5.0
1382,247181134801403904,247181497130550528,ROSE,1,5.0
1383,247190618366017536,247190967944480000,陈小三,1,5.0
1384,247190570148298752,247190936847910144,林中币,1,5.0
1385,247529218127429632,247529932098635008,地方官,1,5.0
1386,248314774667132928,247074639233418496,浩泽,0,5.0
1387,248332319860195328,248332491818272000,超级王国,1,5.0
1388,248332338860392448,247080760098686208,丁永芳,0,5.0
1389,248358565415485440,248358052586325248,喊人家,0,5.0
1390,248343536897097728,248342926273545472,虚拟人生,0,5.0
1391,248371529841377280,248370848711574784,虚拟哈哈,0,5.0
1392,248387686560432128,248387937799243008,币圈第一大帮,1,5.0
1393,248399829338947584,248400091625555200,霞姐工会,1,5.0
1394,248404564196458496,248404833193952512,天地公会,1,5.0
1395,248410377535356928,248410574860584192,BBT工会,1,5.0
1396,249904615808827392,247135718063998208,永龙公会,0,5.0
1397,249896137249783808,249895640392533248,创世公会123,0,5.0
1398,249904479477170176,247135718063998208,永龙公会,0,5.0
1399,249932110755004416,249931417461720320,客户卡,0,5.0
1400,249931291204780032,249931417461720320,客户卡,1,5.0
1401,249948743326236672,249948207193523456,大城堡,0,5.0
1402,250608832009732096,250608076019991808,非常大方,0,5.0
1403,250726915735027712,250727081099658496,的粉色发,1,5.0
1404,250583936944832512,250583457502332160,手动阀,0,5.0
1405,250543712344735744,250543387579778304,fgd这是地方挖,0,5.0
1406,251172834607628288,247135642012878080,陈长发,0,5.0
1407,251184144229597184,247145163468834048,冯安容,0,5.0
1408,251180909875953664,247145066160981248,邓亮国,0,5.0
1409,251188257969405952,247144917808448768,仇仁峰,0,5.0
1410,251184194351529984,247145163468834048,冯安容,0,5.0
1411,251188214222815232,247144917808448768,仇仁峰,0,5.0
1412,251184231286571008,247145163468834048,冯安容,0,5.0
1413,251180951466672128,247145066160981248,邓亮国,0,5.0
1414,251172722510659584,247135642012878080,陈长发,0,5.0
1415,251172791448240128,247135642012878080,陈长发,0,5.0
1416,251295456989282304,251295581627221248,胡椒粉,1,5.0
1417,251284756749352960,251284966766544128,那后果很难,1,5.0
1418,251300693208727552,251300330762142976,为哇大师,0,5.0
1419,247114247061110784,247114575022130432,胡耀祖,1,5.0
1420,253555535226601472,254874516889797888,币哈哈,0,2701.0
1421,241789878042624000,241710272803505408,868686,0,2.0
1422,216477550426456064,233685142751937792,麒麟社,1,274.0
1423,234695224939773952,234695551004968192,比特币,1,14.0
1424,238953323313758208,238953647206302976,孙玉杰的朋友们,1,4.0
1425,239557364485980160,239557784142873856,BHEX Vietnam,1,2.0
1426,243123221329870848,243127297052509440,华龙娱乐,1,2.0
1427,241888112333291520,233828205151388928,嘿嘿嘿,0,2.0
1428,243897285157847040,243900300224890112,比特币先锋,1,2.0
1429,244000914741133312,244013422222771456,金字招牌,1,2.0
1430,244202963684556800,234695551004968192,比特币,0,2.0
1431,245590772467105792,246944446342759680,超级公会1,1,283.0
1432,235986375089061888,233332784507389184,5029公会,0,1.0
1433,252951111902953472,239645778283595008,otokogumi-bhex,0,52.0
1434,244973556868579328,240373972909425920,彦杰瑞业创投,0,100.0
1435,235983822435647488,233332784507389184,5029公会,0,3.0
1436,253645717359558656,240373972909425920,彦杰瑞业创投,0,93.0
1437,253586251540856832,244103179665671424,大路节点,0,2701.0
1438,253640010774085632,240373972909425920,彦杰瑞业创投,0,245.0
1439,251497076125597696,243312455214957824,链一财经,0,2.0
1440,244688295945306112,239645778283595008,otokogumi-bhex,0,33.0
1441,243981498217398272,243970944308348160,比特币交易,0,193.0
1442,243966242678112256,243970944308348160,比特币交易,1,4.0
1443,243943682036989952,240373972909425920,彦杰瑞业创投,0,106.0
1444,253677245070311424,240373972909425920,彦杰瑞业创投,0,2168.0
1445,252127962386923520,255401461117355264,老头子出马不出千,0,310.0
1446,254016540306046976,252687137911342336,币核必合,0,1079.0
